id,reg_date,user,day,people,plane,acc,activity
1816,2021-06-08,130,3,5,"8,52",1,"12,16,8"
1817,2021-06-08,71,3,4,"9,182",5,"25,29"
1818,2021-06-08,118,4,2,"153,167",18,"18,19,21,25"
1819,2021-06-08,2,5,2,"32,142",8,"14,18,28,31"
1820,2021-06-08,140,3,6,"160,187",9,"24,23,30"
1821,2021-06-08,35,5,1,"9,162",18,"15,17,28,30,16"
1822,2021-06-08,75,4,5,"145,151",17,"2,9,19,20"
1823,2021-06-08,4,4,7,"81,46",12,"18,19,21,23"
1824,2021-06-09,160,4,5,"160,187",13,"6,5,11,13"
1825,2021-06-09,61,5,7,"48,79",14,"25,29,31,12"
1826,2021-06-09,61,5,7,"172,220",18,"31,14,15,16"
1827,2021-06-09,108,4,5,"4,156",1,"16,14,13,6"
1828,2021-06-09,131,2,7,"9,162",3,"1,9"
1829,2021-06-09,72,4,7,"9,210",6,"11,10,2,9"
1830,2021-06-09,119,5,6,"142,162",17,"25,29,31,12"
1831,2021-06-09,3,4,5,"145,151",9,"2,9,19,20"
1832,2021-06-09,4,5,4,"3,135",8,"30,31,4,7"
1833,2021-06-09,36,5,5,"4,156",17,"18,19,20,21,4"
1834,2021-06-09,76,2,7,"28,150",1,"12,11"
1835,2021-06-09,5,2,1,"35,98",13,"22,24"
1836,2021-06-10,161,5,6,"3,135",14,"27,23,25,1"
1837,2021-06-10,62,5,8,"65,45",15,"7,6,15,18,29"
1838,2021-06-10,62,3,1,"277,256",17,"24,23,30"
1839,2021-06-10,109,4,6,"4,62",3,"6,5,11,13"
1840,2021-06-10,132,3,8,"4,156",5,"15,16,25"
1841,2021-06-10,73,4,1,"8,79",7,"9,4,3,15"
1842,2021-06-10,120,5,1,"180,192",1,"7,6,15,18,29"
1843,2021-06-10,4,2,7,"28,150",1,"12,11"
1844,2021-06-10,5,5,2,"9,182",9,"31,19,18,10,9"
1845,2021-06-10,37,3,7,"4,62",1,"23,26,27"
1846,2021-06-10,77,3,4,"153,167",2,"23,26,27"
1847,2021-06-10,6,3,2,"65,72",14,"25,29"
1848,2021-06-11,162,5,7,"9,182",15,"9,8,12,14,21"
1849,2021-06-11,63,3,3,"43,82",16,"25,24,13"
1850,2021-06-11,63,5,2,"42,190",1,"30,31,4,7"
1851,2021-06-11,110,5,7,"3,78",5,"27,23,25,1"
1852,2021-06-11,133,4,3,"4,62",6,"17,19,31"
1853,2021-06-11,74,4,2,"9,126",8,"18,19,21,25"
1854,2021-06-11,121,3,5,"172,220",2,"25,24,13"
1855,2021-06-11,5,3,4,"153,167",7,"23,26,27"
1856,2021-06-11,6,4,6,"9,210",1,"18,19,21,23"
1857,2021-06-11,38,4,8,"3,78",2,"28,29,6"
1858,2021-06-11,78,4,5,"142,162",3,"28,29,6"
1859,2021-06-11,7,4,3,"48,23",15,"11,10,2,9"
1860,2021-06-12,163,3,5,"9,210",16,"21,23,24"
1861,2021-06-12,64,2,4,"81,46",17,"11,12"
1862,2021-06-12,64,5,3,"160,187",2,"31,19,18,10,9"
1863,2021-06-12,111,5,5,"32,142",6,"9,8,12,14,21"
1864,2021-06-12,134,4,4,"3,78",8,"30,16,28"
1865,2021-06-12,75,5,3,"8,52",9,"25,29,31,12"
1866,2021-06-12,122,2,7,"277,256",3,"11,12"
1867,2021-06-12,6,4,5,"142,162",5,"28,29,6"
1868,2021-06-12,7,2,1,"8,79",7,"22,24"
1869,2021-06-12,39,4,3,"1,90",3,"16,14,13,6"
1870,2021-06-12,79,4,2,"180,192",4,"16,14,13,6"
1871,2021-06-12,8,4,5,"156,190",16,"9,4,3,15"
1872,2021-06-13,164,2,2,"8,79",17,"7,6"
1873,2021-06-13,65,3,6,"32,142",18,"5,7,8"
1874,2021-06-13,65,4,5,"3,135",3,"18,19,21,23"
1875,2021-06-13,112,3,2,"145,151",8,"21,23,24"
1876,2021-06-13,135,3,6,"32,142",9,"28,20,19"
1877,2021-06-13,76,5,5,"9,162",10,"7,6,15,18,29"
1878,2021-06-13,123,3,5,"42,190",4,"5,7,8"
1879,2021-06-13,7,4,2,"180,192",2,"16,14,13,6"
1880,2021-06-13,8,3,5,"9,126",5,"25,29"
1881,2021-06-13,40,4,4,"3,36",4,"6,5,11,13"
1882,2021-06-13,80,4,3,"172,220",5,"6,5,11,13"
1883,2021-06-13,9,4,6,"184,230",17,"18,19,21,25"
1884,2021-06-14,165,3,5,"9,126",18,"15,19,24"
1885,2021-06-14,66,4,5,"145,151",19,"4,6,13,19"
1886,2021-06-14,66,2,6,"9,182",4,"22,24"
1887,2021-06-14,113,2,5,"28,150",9,"7,6"
1888,2021-06-14,136,5,5,"145,151",1,"15,17,28,30,16"
1889,2021-06-14,77,3,6,"4,156",11,"25,24,13"
1890,2021-06-14,124,4,2,"160,187",5,"4,6,13,19"
1891,2021-06-14,8,4,3,"172,220",12,"6,5,11,13"
1892,2021-06-14,9,4,7,"8,52",2,"11,10,2,9"
1893,2021-06-14,41,5,6,"38,91",5,"27,23,25,1"
1894,2021-06-14,81,5,4,"277,256",6,"27,23,25,1"
1895,2021-06-14,10,5,7,"167,199",18,"25,29,31,12"
1896,2021-06-15,166,4,7,"8,52",19,"26,27,28,5"
1897,2021-06-15,67,4,3,"28,150",1,"18,17,2"
1898,2021-06-15,67,3,7,"9,210",5,"25,29"
1899,2021-06-15,114,3,7,"153,167",1,"15,19,24"
1900,2021-06-15,137,5,3,"28,150",7,"18,19,20,21,4"
1901,2021-06-15,78,2,7,"4,62",12,"11,12"
1902,2021-06-15,125,4,3,"3,135",6,"18,17,2"
1903,2021-06-15,9,5,4,"277,256",19,"27,23,25,1"
1904,2021-06-15,10,4,8,"9,162",12,"9,4,3,15"
1905,2021-06-15,42,5,5,"126,189",6,"9,8,12,14,21"
1906,2021-06-15,82,5,2,"42,190",7,"9,8,12,14,21"
1907,2021-06-15,11,5,5,"183,260",19,"7,6,15,18,29"
1908,2021-06-16,167,4,4,"9,162",1,"6,10,12,18"
1909,2021-06-16,68,3,4,"153,167",3,"1,5,17"
1910,2021-06-16,68,4,5,"8,79",6,"11,10,2,9"
1911,2021-06-16,115,4,4,"142,162",7,"26,27,28,5"
1912,2021-06-16,138,3,4,"153,167",5,"23,26,27"
1913,2021-06-16,79,3,5,"3,78",13,"5,7,8"
1914,2021-06-16,126,3,4,"9,182",7,"1,5,17"
1915,2021-06-16,10,5,2,"42,190",18,"9,8,12,14,21"
1916,2021-06-16,11,4,3,"4,156",19,"18,19,21,25"
1917,2021-06-16,43,3,3,"123,178",7,"21,23,24"
1918,2021-06-16,83,3,6,"160,187",8,"21,23,24"
1919,2021-06-16,12,3,2,"230,245",2,"25,24,13"
1920,2021-06-17,69,4,2,"9,126",7,"9,4,3,15"
1921,2021-06-17,80,4,2,"32,142",14,"4,6,13,19"
1922,2021-06-17,127,5,2,"9,210",8,"3,4,19,24"
1923,2021-06-17,11,3,6,"160,187",17,"21,23,24"
1924,2021-06-17,12,5,4,"4,62",18,"25,29,31,12"
1925,2021-06-17,13,2,5,"32,142",4,"11,12"
1926,2021-06-18,70,4,5,"8,52",8,"18,19,21,25"
1927,2021-06-18,81,4,5,"145,151",15,"18,17,2"
1928,2021-06-18,128,5,6,"8,79",9,"25,26,19,11,9"
1929,2021-06-18,12,2,1,"3,135",1,"7,6"
1930,2021-06-18,13,5,6,"3,78",17,"7,6,15,18,29"
1931,2021-06-18,14,3,7,"145,151",5,"5,7,8"
1932,2021-06-19,71,5,7,"9,162",9,"25,29,31,12"
1933,2021-06-19,82,3,7,"28,150",16,"1,5,17"
1934,2021-06-19,129,4,1,"9,126",10,"7,8,14,16"
1935,2021-06-19,13,3,5,"9,182",2,"15,19,24"
1936,2021-06-19,14,3,5,"32,142",1,"25,24,13"
1937,2021-06-19,15,4,4,"28,150",8,"4,6,13,19"
1938,2021-06-20,72,5,4,"4,156",10,"7,6,15,18,29"
1939,2021-06-20,83,5,4,"153,167",17,"3,4,19,24"
1940,2021-06-20,130,2,5,"8,52",11,"20,26"
1941,2021-06-20,14,4,7,"9,210",3,"26,27,28,5"
1942,2021-06-20,15,2,3,"145,151",2,"11,12"
1943,2021-06-20,16,4,5,"153,167",9,"18,17,2"
1944,2021-06-21,73,3,5,"4,62",11,"25,24,13"
1945,2021-06-21,84,5,5,"142,162",18,"25,26,19,11,9"
1946,2021-06-21,131,3,7,"9,162",12,"23,28,19"
1947,2021-06-21,15,4,8,"8,79",4,"6,10,12,18"
1948,2021-06-21,16,3,4,"28,150",3,"5,7,8"
1949,2021-06-21,17,3,2,"142,162",8,"1,5,17"
1950,2021-06-22,74,2,2,"3,78",12,"11,12"
1951,2021-06-22,85,4,2,"180,192",19,"7,8,14,16"
1952,2021-06-22,132,4,8,"4,156",13,"14,15,19,20"
1953,2021-06-22,16,3,3,"9,126",5,"24,23,30"
1954,2021-06-22,17,4,7,"153,167",4,"4,6,13,19"
1955,2021-06-22,18,5,3,"180,192",9,"3,4,19,24"
1956,2021-06-23,75,3,3,"32,142",13,"5,7,8"
1957,2021-06-23,86,2,3,"172,220",1,"20,26"
1958,2021-06-23,133,4,3,"4,62",14,"21,22,24"
1959,2021-06-23,17,5,4,"8,52",6,"30,31,4,7"
1960,2021-06-23,18,4,1,"142,162",5,"18,17,2"
1961,2021-06-23,19,5,4,"172,220",1,"25,26,19,11,9"
1962,2021-06-24,76,4,4,"145,151",14,"4,6,13,19"
1963,2021-06-24,87,3,4,"277,256",3,"23,28,19"
1964,2021-06-24,134,4,4,"3,78",15,"19,18,5,31"
1965,2021-06-24,18,5,6,"9,162",7,"31,19,18,10,9"
1966,2021-06-24,19,3,2,"180,192",6,"1,5,17"
1967,2021-06-24,20,4,2,"277,256",7,"7,8,14,16"
1968,2021-06-25,77,4,2,"28,150",15,"18,17,2"
1969,2021-06-25,88,4,2,"42,190",5,"14,15,19,20"
1970,2021-06-25,135,5,6,"1,90",16,"31,14,15,16"
1971,2021-06-25,19,4,5,"4,156",8,"18,19,21,23"
1972,2021-06-25,20,5,3,"172,220",7,"3,4,19,24"
1973,2021-06-25,21,2,6,"42,190",5,"20,26"
1974,2021-06-26,78,3,6,"153,167",16,"1,5,17"
1975,2021-06-26,89,4,6,"160,187",6,"21,22,24"
1976,2021-06-26,136,5,5,"3,36",17,"20,21,26,4"
1977,2021-06-26,20,2,3,"4,62",9,"22,24"
1978,2021-06-26,21,5,5,"277,256",8,"25,26,19,11,9"
1979,2021-06-26,22,3,1,"160,187",2,"23,28,19"
1980,2021-06-27,79,5,1,"142,162",17,"3,4,19,24"
1981,2021-06-27,90,4,1,"3,135",8,"19,18,5,31"
1982,2021-06-27,137,3,3,"38,91",18,"12,16,8"
1983,2021-06-27,21,3,4,"3,78",10,"25,29"
1984,2021-06-27,22,4,6,"42,190",9,"7,8,14,16"
1985,2021-06-27,23,4,5,"3,135",12,"14,15,19,20"
1986,2021-06-28,80,5,5,"180,192",18,"25,26,19,11,9"
1987,2021-06-28,91,5,5,"9,182",9,"31,14,15,16"
1988,2021-06-28,138,2,4,"126,189",19,"1,9"
1989,2021-06-28,22,4,7,"28,150",11,"11,10,2,9"
1990,2021-06-28,23,2,7,"160,187",10,"20,26"
1991,2021-06-28,24,4,7,"9,182",19,"21,22,24"
1992,2021-06-29,81,4,7,"172,220",19,"7,8,14,16"
1993,2021-06-29,92,5,7,"9,210",1,"20,21,26,4"
1994,2021-06-29,139,3,7,"123,178",2,"15,16,25"
1995,2021-06-29,23,4,1,"153,167",12,"9,4,3,15"
1996,2021-06-29,24,3,5,"3,135",11,"23,28,19"
1997,2021-06-29,25,4,5,"9,210",18,"19,18,5,31"
1998,2021-06-30,82,2,8,"277,256",1,"20,26"
1999,2021-06-30,93,3,8,"8,79",7,"12,16,8"
2000,2021-06-30,175,4,1,"189,230",4,"17,19,31"
2001,2021-06-30,24,4,2,"142,162",13,"18,19,21,25"
2002,2021-06-30,25,4,2,"9,182",12,"14,15,19,20"
2003,2021-06-30,26,5,2,"8,79",17,"31,14,15,16"
2004,2021-07-01,83,3,3,"42,190",3,"23,28,19"
2005,2021-07-01,94,2,3,"9,126",5,"1,9"
2006,2021-07-01,2,4,2,"230,277",5,"30,16,28"
2007,2021-07-01,25,5,3,"180,192",14,"25,29,31,12"
2008,2021-07-01,26,4,5,"9,210",13,"21,22,24"
2009,2021-07-01,27,5,3,"9,126",1,"20,21,26,4"
2010,2021-07-02,84,4,4,"160,187",5,"14,15,19,20"
2011,2021-07-02,95,3,4,"8,52",2,"15,16,25"
2012,2021-07-02,3,3,3,"156,48",8,"28,20,19"
2013,2021-07-02,26,5,5,"172,220",15,"7,6,15,18,29"
2014,2021-07-02,27,4,7,"8,79",14,"19,18,5,31"
2015,2021-07-02,28,3,4,"8,52",2,"12,16,8"
2016,2021-07-03,85,4,6,"3,135",6,"21,22,24"
2017,2021-07-03,96,4,6,"9,162",12,"17,19,31"
2018,2021-07-03,4,5,5,"48,79",9,"15,17,28,30,16"
2019,2021-07-03,27,3,6,"277,256",16,"25,24,13"
2020,2021-07-03,28,5,4,"9,126",15,"31,14,15,16"
2021,2021-07-03,29,2,2,"9,162",3,"1,9"
2022,2021-07-04,86,4,5,"9,182",8,"19,18,5,31"
2023,2021-07-04,97,4,5,"4,156",19,"30,16,28"
2024,2021-07-04,5,5,6,"65,45",11,"18,19,20,21,4"
2025,2021-07-04,28,2,7,"42,190",17,"11,12"
2026,2021-07-04,29,5,5,"8,52",16,"20,21,26,4"
2027,2021-07-04,30,3,6,"4,156",4,"15,16,25"
2028,2021-07-05,87,5,3,"9,210",9,"31,14,15,16"
2029,2021-07-05,98,3,3,"4,62",18,"28,20,19"
2030,2021-07-05,6,3,7,"43,82",15,"23,26,27"
2031,2021-07-05,29,3,5,"160,187",18,"5,7,8"
2032,2021-07-05,30,3,2,"9,162",17,"12,16,8"
2033,2021-07-05,31,4,1,"4,62",5,"17,19,31"
2034,2021-07-06,88,5,4,"8,79",1,"20,21,26,4"
2035,2021-07-06,99,5,4,"3,78",17,"15,17,28,30,16"
2036,2021-07-06,7,4,5,"81,46",16,"28,29,6"
2037,2021-07-06,30,4,2,"3,135",19,"4,6,13,19"
2038,2021-07-06,31,2,3,"4,156",18,"1,9"
2039,2021-07-06,32,4,5,"3,78",6,"30,16,28"
2040,2021-07-07,89,3,7,"9,126",7,"12,16,8"
2041,2021-07-07,100,5,7,"28,150",1,"18,19,20,21,4"
2042,2021-07-07,8,4,2,"35,98",13,"16,14,13,6"
2043,2021-07-07,31,4,5,"9,182",2,"18,17,2"
2044,2021-07-07,32,3,4,"4,62",19,"15,16,25"
2045,2021-07-07,33,3,7,"32,142",7,"28,20,19"
2046,2021-07-08,90,2,1,"8,52",5,"1,9"
2047,2021-07-08,101,4,1,"153,167",2,"1,6,29"
2048,2021-07-08,9,4,5,"65,72",8,"6,5,11,13"
2049,2021-07-08,32,3,7,"9,210",4,"1,5,17"
2050,2021-07-08,33,4,2,"3,78",2,"17,19,31"
2051,2021-07-08,34,5,8,"145,151",8,"15,17,28,30,16"
2052,2021-07-09,91,3,2,"9,162",2,"15,16,25"
2053,2021-07-09,102,3,2,"142,162",3,"3,5,28"
2054,2021-07-09,10,5,7,"48,23",9,"27,23,25,1"
2055,2021-07-09,33,5,4,"8,79",5,"3,4,19,24"
2056,2021-07-09,34,4,6,"1,90",4,"30,16,28"
2057,2021-07-09,35,5,3,"28,150",9,"18,19,20,21,4"
2058,2021-07-10,92,4,3,"4,156",12,"17,19,31"
2059,2021-07-10,103,5,3,"180,192",4,"13,18,26,24"
2060,2021-07-10,11,5,4,"156,190",7,"9,8,12,14,21"
2061,2021-07-10,34,5,6,"9,126",8,"25,26,19,11,9"
2062,2021-07-10,35,3,1,"3,36",5,"28,20,19"
2063,2021-07-10,36,3,4,"153,167",10,"23,26,27"
2064,2021-07-11,93,4,5,"4,62",19,"30,16,28"
2065,2021-07-11,104,5,5,"172,220",5,"14,18,28,31"
2066,2021-07-11,12,3,5,"184,230",5,"21,23,24"
2067,2021-07-11,35,4,1,"8,52",9,"7,8,14,16"
2068,2021-07-11,36,5,5,"38,91",8,"15,17,28,30,16"
2069,2021-07-11,37,4,6,"142,162",11,"28,29,6"
2070,2021-07-12,94,3,6,"3,78",18,"28,20,19"
2071,2021-07-12,105,4,6,"277,256",6,"2,9,19,20"
2072,2021-07-12,13,3,2,"167,199",4,"11,15,13"
2073,2021-07-12,36,2,5,"9,162",11,"20,26"
2074,2021-07-12,37,5,7,"126,189",9,"18,19,20,21,4"
2075,2021-07-12,38,4,5,"180,192",12,"16,14,13,6"
2076,2021-07-13,95,5,7,"1,90",17,"15,17,28,30,16"
2077,2021-07-13,106,2,7,"42,190",7,"12,11"
2078,2021-07-13,14,4,3,"183,260",3,"15,16,9,21"
2079,2021-07-13,37,3,7,"4,156",15,"23,28,19"
2080,2021-07-13,38,4,8,"123,178",11,"1,6,29"
2081,2021-07-13,39,4,3,"172,220",13,"6,5,11,13"
2082,2021-07-14,96,5,5,"3,36",1,"18,19,20,21,4"
2083,2021-07-14,107,3,5,"160,187",8,"23,26,27"
2084,2021-07-14,15,4,4,"230,245",5,"21,31,30"
2085,2021-07-14,38,4,8,"4,62",16,"14,15,19,20"
2086,2021-07-14,39,3,3,"189,230",15,"3,5,28"
2087,2021-07-14,40,5,4,"277,256",14,"27,23,25,1"
2088,2021-07-15,97,4,2,"38,91",2,"1,6,29"
2089,2021-07-15,108,4,2,"3,135",9,"28,29,6"
2090,2021-07-15,16,3,2,"32,142",5,"26,27,18"
2091,2021-07-15,39,4,3,"3,78",13,"21,22,24"
2092,2021-07-15,40,5,4,"230,277",16,"13,18,26,24"
2093,2021-07-15,41,5,7,"42,190",15,"9,8,12,14,21"
2094,2021-07-16,98,3,5,"126,189",3,"3,5,28"
2095,2021-07-16,109,4,5,"9,182",10,"16,14,13,6"
2096,2021-07-16,17,5,6,"145,151",1,"18,4,5,6,19"
2097,2021-07-16,40,4,4,"32,142",8,"19,18,5,31"
2098,2021-07-16,41,5,6,"156,48",13,"14,18,28,31"
2099,2021-07-16,42,3,1,"160,187",16,"21,23,24"
2100,2021-07-17,99,5,7,"123,178",4,"13,18,26,24"
2101,2021-07-17,110,4,7,"9,210",11,"6,5,11,13"
2102,2021-07-17,18,5,1,"28,150",3,"19,21,25,26"
2103,2021-07-17,41,5,6,"145,151",9,"31,14,15,16"
2104,2021-07-17,42,4,5,"48,79",8,"2,9,19,20"
2105,2021-07-17,43,2,2,"3,135",17,"7,6"
2106,2021-07-18,100,5,4,"189,230",5,"14,18,28,31"
2107,2021-07-18,111,5,4,"8,79",12,"27,23,25,1"
2108,2021-07-18,19,4,5,"153,167",5,"26,28,29,15"
2109,2021-07-18,42,3,5,"28,150",7,"24,23,30"
2110,2021-07-18,43,2,3,"65,45",9,"12,11"
2111,2021-07-18,44,3,3,"9,182",18,"15,19,24"
2112,2021-07-19,101,4,6,"230,277",6,"2,9,19,20"
2113,2021-07-19,112,5,6,"9,126",13,"9,8,12,14,21"
2114,2021-07-19,20,2,7,"142,162",6,"1,5"
2115,2021-07-19,43,5,3,"153,167",5,"30,31,4,7"
2116,2021-07-19,44,3,4,"43,82",7,"23,26,27"
2117,2021-07-19,45,4,5,"9,210",19,"26,27,28,5"
2118,2021-07-20,102,2,1,"156,48",7,"12,11"
2119,2021-07-20,113,3,1,"8,52",14,"21,23,24"
2120,2021-07-20,21,3,8,"180,192",8,"1,6,9"
2121,2021-07-20,44,5,4,"142,162",4,"31,19,18,10,9"
2122,2021-07-20,45,4,7,"81,46",5,"28,29,6"
2123,2021-07-20,46,4,6,"8,79",2,"6,10,12,18"
2124,2021-07-21,103,3,5,"48,79",8,"23,26,27"
2125,2021-07-21,114,2,5,"9,162",15,"7,6"
2126,2021-07-21,22,4,3,"172,220",9,"9,8,4,1"
2127,2021-07-21,45,4,7,"180,192",3,"18,19,21,23"
2128,2021-07-21,46,4,1,"32,142",4,"16,14,13,6"
2129,2021-07-21,47,3,7,"9,126",4,"24,23,30"
2130,2021-07-22,104,4,7,"65,45",9,"28,29,6"
2131,2021-07-22,115,3,7,"4,156",16,"15,19,24"
2132,2021-07-22,23,4,4,"277,256",1,"1,3,8,18"
2133,2021-07-22,46,2,1,"172,220",5,"22,24"
2134,2021-07-22,47,4,2,"145,151",3,"6,5,11,13"
2135,2021-07-22,48,5,5,"8,52",5,"30,31,4,7"
2136,2021-07-23,105,4,8,"43,82",10,"16,14,13,6"
2137,2021-07-23,116,4,8,"4,62",17,"26,27,28,5"
2138,2021-07-23,24,4,6,"42,190",7,"3,6,9,11"
2139,2021-07-23,47,3,2,"277,256",5,"25,29"
2140,2021-07-23,48,5,3,"28,150",5,"27,23,25,1"
2141,2021-07-23,49,5,2,"9,162",8,"31,19,18,10,9"
2142,2021-07-24,106,4,3,"81,46",11,"6,5,11,13"
2143,2021-07-24,117,4,3,"3,78",18,"6,10,12,18"
2144,2021-07-24,25,3,5,"160,187",5,"15,16,21"
2145,2021-07-24,48,4,3,"42,190",1,"11,10,2,9"
2146,2021-07-24,49,5,5,"153,167",5,"9,8,12,14,21"
2147,2021-07-24,50,4,5,"4,156",9,"18,19,21,23"
2148,2021-07-25,107,5,4,"35,98",12,"27,23,25,1"
2149,2021-07-25,118,3,4,"32,142",19,"24,23,30"
2150,2021-07-25,26,5,3,"3,135",2,"15,26,8,19,30"
2151,2021-07-25,49,4,5,"160,187",3,"9,4,3,15"
2152,2021-07-25,50,3,6,"142,162",1,"21,23,24"
2153,2021-07-25,51,2,7,"4,62",11,"22,24"
2154,2021-07-26,108,5,6,"65,72",13,"9,8,12,14,21"
2155,2021-07-26,119,5,6,"145,151",2,"30,31,4,7"
2156,2021-07-26,27,5,4,"9,182",12,"30,15,17,21,29"
2157,2021-07-26,50,4,6,"3,135",5,"18,19,21,25"
2158,2021-07-26,51,2,7,"180,192",3,"7,6"
2159,2021-07-26,52,3,4,"3,78",15,"25,29"
2160,2021-07-27,109,3,5,"48,23",14,"21,23,24"
2161,2021-07-27,120,5,5,"28,150",4,"31,19,18,10,9"
2162,2021-07-27,28,4,7,"9,210",19,"25,24,26,12"
2163,2021-07-27,51,5,7,"9,182",6,"25,29,31,12"
2164,2021-07-27,52,3,5,"172,220",5,"15,19,24"
2165,2021-07-27,53,4,5,"32,142",16,"11,10,2,9"
2166,2021-07-28,110,2,3,"156,190",15,"7,6"
2167,2021-07-28,121,4,3,"153,167",5,"18,19,21,23"
2168,2021-07-28,29,2,1,"8,79",18,"12,18"
2169,2021-07-28,52,5,5,"9,210",8,"7,6,15,18,29"
2170,2021-07-28,53,4,2,"277,256",6,"26,27,28,5"
2171,2021-07-28,54,4,2,"145,151",13,"9,4,3,15"
2172,2021-07-29,111,3,4,"184,230",16,"15,19,24"
2173,2021-07-29,122,2,4,"142,162",8,"22,24"
2174,2021-07-29,30,3,2,"9,126",17,"19,16,20"
2175,2021-07-29,53,3,2,"8,79",9,"25,24,13"
2176,2021-07-29,54,4,5,"42,190",8,"6,10,12,18"
2177,2021-07-29,55,4,3,"28,150",8,"18,19,21,25"
2178,2021-07-30,112,4,7,"167,199",17,"26,27,28,5"
2179,2021-07-30,123,3,7,"180,192",9,"25,29"
2180,2021-07-30,31,4,3,"8,52",1,"1,6,29"
2181,2021-07-30,54,2,5,"9,126",1,"11,12"
2182,2021-07-30,55,3,7,"160,187",9,"24,23,30"
2183,2021-07-30,56,5,4,"153,167",9,"25,29,31,12"
2184,2021-07-31,113,4,1,"183,260",18,"6,10,12,18"
2185,2021-07-31,124,4,1,"172,220",11,"11,10,2,9"
2186,2021-07-31,32,3,5,"9,162",2,"3,5,28"
2187,2021-07-31,55,3,7,"8,52",7,"5,7,8"
2188,2021-07-31,56,5,4,"3,135",1,"30,31,4,7"
2189,2021-07-31,57,5,2,"142,162",7,"7,6,15,18,29"
2190,2021-08-01,114,3,2,"230,245",19,"24,23,30"
2191,2021-08-01,125,4,2,"277,256",15,"9,4,3,15"
2192,2021-08-01,33,5,6,"4,156",3,"13,18,26,24"
2193,2021-08-01,56,4,4,"9,162",5,"4,6,13,19"
2194,2021-08-01,57,5,6,"9,182",7,"31,19,18,10,9"
2195,2021-08-01,58,3,6,"180,192",5,"25,24,13"
2196,2021-08-02,115,5,3,"32,142",2,"30,31,4,7"
2197,2021-08-02,126,4,3,"42,190",16,"18,19,21,25"
2198,2021-08-02,34,5,7,"4,62",4,"14,18,28,31"
2199,2021-08-02,57,4,5,"4,156",2,"18,17,2"
2200,2021-08-02,58,4,1,"9,210",5,"18,19,21,23"
2201,2021-08-02,59,2,1,"172,220",4,"11,12"
2202,2021-08-03,116,5,5,"145,151",4,"31,19,18,10,9"
2203,2021-08-03,127,5,5,"160,187",13,"25,29,31,12"
2204,2021-08-03,35,4,5,"3,78",5,"2,9,19,20"
2205,2021-08-03,58,3,2,"4,62",12,"1,5,17"
2206,2021-08-03,59,2,5,"8,79",2,"22,24"
2207,2021-08-03,60,3,5,"277,256",3,"5,7,8"
2208,2021-08-04,117,4,6,"28,150",5,"18,19,21,23"
2209,2021-08-04,128,5,6,"3,135",8,"7,6,15,18,29"
2210,2021-08-04,36,2,2,"32,142",6,"12,11"
2211,2021-08-04,59,5,3,"3,78",19,"3,4,19,24"
2212,2021-08-04,60,3,7,"9,126",12,"25,29"
2213,2021-08-04,61,4,7,"42,190",5,"4,6,13,19"
2214,2021-08-05,118,2,7,"153,167",8,"22,24"
2215,2021-08-05,129,3,7,"9,182",9,"25,24,13"
2216,2021-08-05,37,3,5,"145,151",7,"23,26,27"
2217,2021-08-05,60,5,4,"1,90",18,"25,26,19,11,9"
2218,2021-08-05,61,4,8,"8,52",19,"11,10,2,9"
2219,2021-08-05,62,4,8,"160,187",5,"18,17,2"
2220,2021-08-06,119,3,5,"142,162",9,"25,29"
2221,2021-08-06,130,2,5,"9,210",7,"11,12"
2222,2021-08-06,38,4,7,"28,150",8,"28,29,6"
2223,2021-08-06,61,4,2,"3,36",17,"7,8,14,16"
2224,2021-08-06,62,4,3,"9,162",18,"9,4,3,15"
2225,2021-08-06,63,3,3,"3,135",1,"1,5,17"
2226,2021-08-07,120,4,2,"180,192",11,"11,10,2,9"
2227,2021-08-07,131,3,2,"8,79",5,"5,7,8"
2228,2021-08-07,39,4,4,"153,167",9,"16,14,13,6"
2229,2021-08-07,62,2,6,"38,91",1,"20,26"
2230,2021-08-07,63,4,4,"4,156",17,"18,19,21,25"
2231,2021-08-07,64,5,4,"9,182",3,"3,4,19,24"
2232,2021-08-08,121,4,5,"172,220",15,"9,4,3,15"
2233,2021-08-08,132,4,5,"9,126",4,"4,6,13,19"
2234,2021-08-08,40,4,6,"142,162",10,"6,5,11,13"
2235,2021-08-08,63,3,1,"126,189",2,"23,28,19"
2236,2021-08-08,64,5,6,"4,62",1,"25,29,31,12"
2237,2021-08-08,65,5,6,"9,210",5,"25,26,19,11,9"
2238,2021-08-09,122,4,7,"277,256",16,"18,19,21,25"
2239,2021-08-09,133,4,7,"8,52",3,"18,17,2"
2240,2021-08-09,41,5,1,"180,192",11,"27,23,25,1"
2241,2021-08-09,64,4,5,"123,178",3,"14,15,19,20"
2242,2021-08-09,65,5,5,"3,78",2,"7,6,15,18,29"
2243,2021-08-09,66,4,5,"8,79",6,"7,8,14,16"
2244,2021-08-10,123,5,4,"42,190",13,"25,29,31,12"
2245,2021-08-10,134,3,4,"9,162",5,"1,5,17"
2246,2021-08-10,42,5,5,"172,220",12,"9,8,12,14,21"
2247,2021-08-10,65,4,7,"189,230",4,"21,22,24"
2248,2021-08-10,66,3,3,"32,142",3,"25,24,13"
2249,2021-08-10,67,2,3,"9,126",8,"20,26"
2250,2021-08-11,124,5,5,"160,187",8,"7,6,15,18,29"
